"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ko:K09384" 758.727490557491 0.834261500747759 0.229393117727587 3.63682009736001 0.00027602457096939 0.00264712088552612
"ko:K00029" 1139.51802569332 0.776346733429327 0.170405226331673 4.55588569753289 0.00000521652992260039 0.000105838266059696
"ko:K00625" 1778.80426494704 0.359030638507415 0.100656297639757 3.56689692474448 0.000361233485475821 0.00329332346498735
"ko:K13788" 1800.80931706287 0.341858475353235 0.099146998514787 3.4479962124345 0.000564761956935402 0.00466426933845473
"ko:K06173" 612.724286000956 -0.411621784323951 0.148219728596449 -2.77710523573184 0.00548454183131098 0.0240634272848769
"ko:K17828" 759.196791517032 -0.459816139819628 0.131261582238766 -3.50305193627193 0.000459959770850472 0.00395858795750714
"ko:K02469" 3614.52858899483 -0.351238599186904 0.081822163401198 -4.29270731286679 0.0000176507614932543 0.000292236664345861
"ko:K02429" 1462.26760462801 0.513228566155438 0.207474609019501 2.4736933766541 0.0133724412294753 0.0462892196404914
"ko:K05845" 81.2023140903334 4.85146688674382 1.45507770049291 3.33416345058438 0.000855563661207755 0.00623034948306892
"ko:K05846" 80.8891710022093 4.83769190499129 1.45482917288063 3.32526457069351 0.000883346677976637 0.00640608851177272
"ko:K02029" 1001.98088565628 -1.01419998667766 0.184113448275413 -5.50856005456227 0.0000000361780819968724 0.00000198414168451597
"ko:K03150" 1346.29179125761 0.628214122394144 0.131976051271622 4.76006151374544 0.00000193533964461936 0.0000471739038375968
"ko:K21400" 59.1987534553096 3.61493945698738 1.43598277447082 2.51739750730612 0.0118225361098025 0.0424236120344258
"ko:K01955" 5116.17855279455 -0.204118763951928 0.082917019503538 -2.46172336118785 0.0138271271179905 0.0471572292660619
"ko:K19091" 237.812247007428 1.9259735876871 0.685656578643617 2.80894787226736 0.00497036937834433 0.0225400471808638
"ko:K17716" 496.960801594301 1.79795929889114 0.506375612594762 3.55064354240533 0.000384290512009471 0.00344976904642773
"ko:K19068" 373.216380483892 1.56932455119228 0.527852512542732 2.97303605439453 0.00294869812040538 0.0154016821467603
"ko:K01791" 1526.3832837105 0.785165114268476 0.177917518552744 4.41308489830197 0.0000101908010416909 0.000190385005492273
"ko:K19222" 172.025853774265 3.45789416940257 0.745411635927739 4.63890554257162 0.00000350259080447727 0.0000763608305820821
"ko:K06960" 71.7060096797304 -1.21640592849431 0.461316406027858 -2.63681480346236 0.0083688507503933 0.0329955676130006
"ko:K02906" 516.758162477513 -0.633495778152908 0.152814706562017 -4.14551578447599 0.0000339049642242412 0.000470381124217734
"ko:K07079" 1545.72068795533 -0.588211992959657 0.142827224192488 -4.11834645870401 0.0000381600691685993 0.000513432179914175
"ko:K13695" 187.397260986863 1.97056459671773 0.634552616359826 3.10543924319794 0.00189996649100296 0.0111148039723673
"ko:K20074" 911.131621050898 -0.95182239760456 0.329897978983199 -2.8852022693144 0.0039116225445916 0.0189115635420338
"ko:K07216" 366.217370958626 -2.70063873835022 0.955170983078833 -2.82738775171453 0.00469294648041058 0.0216632516163942
"ko:K15532" 622.661644697826 0.64825228955773 0.229903560596137 2.81967050826364 0.00480729832922381 0.0220858863031094
"ko:K07736" 99.3553563721588 -1.79510527823542 0.645566090279966 -2.78066847881823 0.00542471031747875 0.0239267230672658
